DOMINIALITE	ARRONDISSEMENT	ESPECE	CROISSANCE
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	16,96
Alignement	PARIS 14E ARRDT	Platane	17,24
Alignement	PARIS 19E ARRDT	Platane	100
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	11,76
Alignement	PARIS 10E ARRDT	Poirier à fleurs	16,73
Alignement	PARIS 18E ARRDT	Robinier	40,76
Alignement	PARIS 13E ARRDT	Frêne	14,71
Alignement	PARIS 16E ARRDT	Platane	62,5
Alignement	PARIS 16E ARRDT	Ailante	28,57
Alignement	BOIS DE BOULOGNE	Platane	20,8
Alignement	PARIS 20E ARRDT	Tilleul	30
Alignement	PARIS 4E ARRDT	Micocoulier	48,65
Alignement	BOIS DE BOULOGNE	Micocoulier	10
Alignement	PARIS 7E ARRDT	Marronnier	41,07
Alignement	PARIS 13E ARRDT	Micocoulier	55,88
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	13,79
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	38,55
Alignement	PARIS 19E ARRDT	Platane	5,45
Alignement	PARIS 18E ARRDT	Erable	19,2
Alignement	PARIS 13E ARRDT	Arbre à caramel	16,67
Alignement	PARIS 13E ARRDT	Cornouiller	33,33
Alignement	PARIS 19E ARRDT	Platane	35
Alignement	PARIS 19E ARRDT	Cerisier à fleurs	35
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	27,59
Alignement	PARIS 10E ARRDT	Pommier à fleurs	32,8
Alignement	PARIS 7E ARRDT	Platane	45,22
Alignement	PARIS 17E ARRDT	Platane	35,76
Alignement	PARIS 20E ARRDT	Tilleul	16,74
Alignement	PARIS 13E ARRDT	Micocoulier	44,44
Alignement	PARIS 13E ARRDT	Pommier à fleurs	7,5
Alignement	PARIS 11E ARRDT	Marronnier	10,94
Alignement	PARIS 19E ARRDT	Orme	100
Alignement	PARIS 10E ARRDT	Poirier à fleurs	15,27
Alignement	PARIS 12E ARRDT	Platane	20,83
Alignement	PARIS 18E ARRDT	Platane	33,33
Alignement	PARIS 12E ARRDT	Marronnier	100
Alignement	PARIS 10E ARRDT	Orme	60,5
Alignement	PARIS 17E ARRDT	Platane	23,16
Alignement	PARIS 15E ARRDT	Frêne	100
Alignement	PARIS 15E ARRDT	Micocoulier	40
Alignement	PARIS 15E ARRDT	Poirier à fleurs	4,12
Alignement	BOIS DE BOULOGNE	Pin	20
Alignement	PARIS 12E ARRDT	Marronnier	62,5
Alignement	PARIS 10E ARRDT	Orme	79
Alignement	PARIS 19E ARRDT	Platane	13
Alignement	PARIS 20E ARRDT	Pommier à fleurs	19,13
Alignement	PARIS 15E ARRDT	Poirier à fleurs	25,71
Alignement	PARIS 19E ARRDT	Tulipier	28,26
Alignement	PARIS 3E ARRDT	Pterocarya	15
Alignement	PARIS 18E ARRDT	Platane	62,5
Alignement	PARIS 5E ARRDT	Platane	100
Alignement	PARIS 20E ARRDT	Savonnier	43,08
Alignement	PARIS 3E ARRDT	Chêne	24
Alignement	PARIS 11E ARRDT	Sophora	38,1
Alignement	PARIS 16E ARRDT	Tilleul	61,25
Alignement	PARIS 7E ARRDT	Platane	10,65
Alignement	PARIS 8E ARRDT	Marronnier	19,56
Alignement	PARIS 8E ARRDT	Marronnier	100
Alignement	PARIS 13E ARRDT	Pommier à fleurs	20
Alignement	PARIS 15E ARRDT	Tilleul	25
Alignement	PARIS 19E ARRDT	Tilleul	20,69
Alignement	PARIS 16E ARRDT	Platane	33
Alignement	PARIS 11E ARRDT	Frêne	6,67
Alignement	PARIS 13E ARRDT	Micocoulier	31,11
Alignement	PARIS 18E ARRDT	Erable	19,04
Alignement	PARIS 13E ARRDT	Cedrele	26,47
Alignement	PARIS 8E ARRDT	Marronnier	37,5
Alignement	PARIS 15E ARRDT	Marronnier	100
Alignement	PARIS 13E ARRDT	Micocoulier	64,71
Alignement	PARIS 12E ARRDT	Tilleul	20
Alignement	PARIS 19E ARRDT	Platane	41,67
Alignement	PARIS 19E ARRDT	Aulne	37,5
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	24,38
Alignement	PARIS 16E ARRDT	Cerisier à fleurs	25
Alignement	PARIS 19E ARRDT	Poirier à fleurs	25
Alignement	PARIS 17E ARRDT	Marronnier	20,05
Alignement	PARIS 13E ARRDT	Poirier à fleurs	18,82
Alignement	PARIS 20E ARRDT	Charme	15,17
Alignement	PARIS 18E ARRDT	Marronnier	16,67
Alignement	BOIS DE BOULOGNE	Charme-Houblon	50
Alignement	BOIS DE BOULOGNE	Erable	10,71
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	27,37
Alignement	PARIS 16E ARRDT	Charme	100
Alignement	PARIS 18E ARRDT	Marronnier	30
Alignement	PARIS 14E ARRDT	Cerisier à grappes	19,12
Alignement	PARIS 13E ARRDT	Robinier	45,97
Alignement	PARIS 10E ARRDT	Orme	56,36
Alignement	PARIS 13E ARRDT	Tilleul	31,82
Alignement	PARIS 12E ARRDT	Micocoulier	52,63
Alignement	PARIS 14E ARRDT	Platane	25
Alignement	PARIS 17E ARRDT	Platane	3,26
Alignement	PARIS 12E ARRDT	Tilleul	31,03
Alignement	PARIS 16E ARRDT	Sophora	20,91
Alignement	PARIS 19E ARRDT	Tilleul	22,41
Alignement	PARIS 19E ARRDT	Tulipier	23,91
Alignement	PARIS 12E ARRDT	Marronnier	17,86
Alignement	PARIS 12E ARRDT	Platane	33,33
Alignement	BOIS DE BOULOGNE	Platane	116,57
Alignement	PARIS 14E ARRDT	Platane	24,14
Alignement	PARIS 16E ARRDT	Platane	38,33
Alignement	PARIS 4E ARRDT	Cerisier à grappes	41,67
Alignement	PARIS 19E ARRDT	Platane	35
Alignement	PARIS 19E ARRDT	Tulipier	83,33
Alignement	PARIS 13E ARRDT	Paulownia	60
Alignement	PARIS 16E ARRDT	Sophora	36
Alignement	PARIS 12E ARRDT	Platane	41,67
Alignement	PARIS 16E ARRDT	Marronnier	36,84
Alignement	PARIS 20E ARRDT	Pommier à fleurs	20
Alignement	PARIS 14E ARRDT	Platane	28,45
Alignement	PARIS 14E ARRDT	Sophora	41,67
Alignement	PARIS 10E ARRDT	Platane	35
Alignement	PARIS 4E ARRDT	Poirier à fleurs	1,47
Alignement	PARIS 18E ARRDT	Cerisier à grappes	112
Alignement	PARIS 16E ARRDT	Marronnier	40
Alignement	PARIS 15E ARRDT	Poirier à fleurs	17,86
Alignement	PARIS 18E ARRDT	Fevier	19,26
Alignement	PARIS 10E ARRDT	Orme	36,36
Alignement	PARIS 17E ARRDT	Micocoulier	40,37
Alignement	BOIS DE BOULOGNE	Orme de Sibérie	26,18
Alignement	PARIS 7E ARRDT	Platane	100
Alignement	PARIS 17E ARRDT	Tilleul	100
Alignement	PARIS 19E ARRDT	Tilleul	32,61
Alignement	PARIS 17E ARRDT	Micocoulier	36,67
Alignement	PARIS 17E ARRDT	Platane	55,71
Alignement	PARIS 13E ARRDT	Sophora	30,95
Alignement	PARIS 13E ARRDT	Tilleul	7,26
Alignement	BOIS DE BOULOGNE	Erable	46,29
Alignement	PARIS 1ER ARRDT	Marronnier	189,71
Alignement	PARIS 7E ARRDT	Paulownia	28,82
Alignement	PARIS 16E ARRDT	Cerisier à grappes	34,29
Alignement	PARIS 8E ARRDT	Arbre aux quarante écus	40,93
Alignement	PARIS 19E ARRDT	Erable	84,71
Alignement	PARIS 19E ARRDT	Platane	50
Alignement	PARIS 18E ARRDT	Marronnier	31,25
Alignement	PARIS 17E ARRDT	Platane	25,29
Alignement	PARIS 19E ARRDT	Tilleul	30,43
Alignement	PARIS 12E ARRDT	Frêne	11,84
Alignement	BOIS DE BOULOGNE	Tilleul	37,14
Alignement	PARIS 3E ARRDT	Sophora	33,33
Alignement	PARIS 16E ARRDT	Sophora	31,25
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	5,17
Alignement	PARIS 16E ARRDT	Platane	60
Alignement	PARIS 14E ARRDT	Arbre aux quarante écus	18,75
Alignement	PARIS 14E ARRDT	Tilleul	13,33
Alignement	PARIS 15E ARRDT	Marronnier	20,59
Alignement	PARIS 16E ARRDT	Sophora	40,94
Alignement	PARIS 11E ARRDT	Platane	6,67
Alignement	PARIS 12E ARRDT	Platane	100
Alignement	PARIS 15E ARRDT	Frêne	30
Alignement	PARIS 15E ARRDT	Platane	34,29
Alignement	PARIS 8E ARRDT	Marronnier	33,38
Alignement	PARIS 13E ARRDT	Chêne	19,29
Alignement	PARIS 12E ARRDT	Tilleul	22,5
Alignement	PARIS 18E ARRDT	Marronnier	16,67
Alignement	PARIS 9E ARRDT	Micocoulier	47,2
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	19,14
Alignement	PARIS 12E ARRDT	Platane	7,14
Alignement	PARIS 4E ARRDT	Platane	62,5
Alignement	PARIS 19E ARRDT	Noisetier de Byzance	21,43
Alignement	PARIS 14E ARRDT	Sophora	18,21
Alignement	PARIS 16E ARRDT	Sophora	5,45
Alignement	PARIS 11E ARRDT	Micocoulier	50
Alignement	PARIS 7E ARRDT	Marronnier	10,29
Alignement	PARIS 13E ARRDT	Charme	42,86
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	25
Alignement	PARIS 18E ARRDT	Robinier	50
Alignement	BOIS DE BOULOGNE	Marronnier	24,27
Alignement	PARIS 17E ARRDT	Platane	100
Alignement	PARIS 11E ARRDT	Platane	37,5
Alignement	PARIS 13E ARRDT	Erable	45,65
Alignement	PARIS 13E ARRDT	Micocoulier	85,71
Alignement	PARIS 20E ARRDT	Sophora	23,08
Alignement	PARIS 12E ARRDT	Micocoulier	47,37
Alignement	PARIS 12E ARRDT	Platane	50
Alignement	PARIS 19E ARRDT	Sophora	35
Alignement	PARIS 20E ARRDT	Pommier à fleurs	50
Alignement	PARIS 20E ARRDT	Noisetier de Byzance	26,09
Alignement	PARIS 11E ARRDT	Platane	27,5
Alignement	PARIS 17E ARRDT	Micocoulier	50
Alignement	PARIS 19E ARRDT	Noisetier de Byzance	25
Alignement	PARIS 18E ARRDT	Erable	11,52
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	22
Alignement	PARIS 13E ARRDT	Poirier à fleurs	21,88
Alignement	PARIS 13E ARRDT	Marronnier	34,78
Alignement	PARIS 10E ARRDT	Erable	46,17
Alignement	PARIS 10E ARRDT	Poirier à fleurs	36,5
Alignement	PARIS 13E ARRDT	Sophora	32,5
Alignement	PARIS 14E ARRDT	Platane	25
Alignement	PARIS 12E ARRDT	Platane	35
Alignement	PARIS 17E ARRDT	Tilleul	51,11
Alignement	PARIS 17E ARRDT	Marronnier	33,16
Alignement	PARIS 13E ARRDT	Noisetier de Byzance	33,68
Alignement	BOIS DE BOULOGNE	Orme	53,57
Alignement	PARIS 14E ARRDT	Platane	100
Alignement	PARIS 13E ARRDT	Cerisier à fleurs	30
Alignement	PARIS 20E ARRDT	Cerisier à fleurs	12
Alignement	PARIS 10E ARRDT	Orme	64,17
Alignement	PARIS 20E ARRDT	Cerisier à grappes	30
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	100
Alignement	PARIS 15E ARRDT	Erable	33,85
Alignement	PARIS 13E ARRDT	Troene	25
Alignement	PARIS 20E ARRDT	Sophora	20
Alignement	PARIS 19E ARRDT	Paulownia	50
Alignement	PARIS 10E ARRDT	Fevier	48
Alignement	PARIS 16E ARRDT	Marronnier	100
Alignement	PARIS 19E ARRDT	Platane	95,65
Alignement	PARIS 7E ARRDT	Marronnier	33,33
Alignement	PARIS 20E ARRDT	Charme	16,55
Alignement	PARIS 11E ARRDT	Platane	33,33
Alignement	BOIS DE BOULOGNE	Tilleul	45
Alignement	PARIS 18E ARRDT	Magnolia	31,5
Alignement	PARIS 13E ARRDT	Platane	21,82
Alignement	PARIS 13E ARRDT	Micocoulier	62,5
Alignement	PARIS 20E ARRDT	Sophora	31,91
Alignement	PARIS 12E ARRDT	Platane	25
Alignement	PARIS 20E ARRDT	Tilleul	125
Alignement	PARIS 2E ARRDT	Platane	50
Alignement	PARIS 5E ARRDT	Platane	76,67
Alignement	PARIS 16E ARRDT	Cerisier à fleurs	20
Alignement	PARIS 16E ARRDT	Marronnier	29,63
Alignement	PARIS 19E ARRDT	Arbre à soie	15
Alignement	PARIS 13E ARRDT	Platane	32,73
Alignement	PARIS 16E ARRDT	Platane	60
Alignement	PARIS 20E ARRDT	Tilleul	22,5
Alignement	PARIS 16E ARRDT	Marronnier	100
Alignement	PARIS 15E ARRDT	Arbre aux quarante écus	21,33
Alignement	PARIS 20E ARRDT	Cerisier à fleurs	11,11
Alignement	PARIS 13E ARRDT	Pommier à fleurs	27,08
Alignement	PARIS 20E ARRDT	Chêne	32
Alignement	PARIS 16E ARRDT	Erable	62,5
Alignement	PARIS 12E ARRDT	Tilleul	20
Alignement	PARIS 15E ARRDT	Platane	25,71
Alignement	PARIS 12E ARRDT	Platane	50
Alignement	PARIS 15E ARRDT	Platane	100
Alignement	PARIS 11E ARRDT	Platane	100
Alignement	PARIS 8E ARRDT	Micocoulier	13,48
Alignement	PARIS 19E ARRDT	Platane	1,73
Alignement	PARIS 10E ARRDT	Erable	24,28
Alignement	PARIS 8E ARRDT	Marronnier	36
Alignement	PARIS 13E ARRDT	Micocoulier	72
Alignement	PARIS 19E ARRDT	Frêne	75
Alignement	PARIS 7E ARRDT	Platane	100
Alignement	PARIS 13E ARRDT	Erable	100
Alignement	PARIS 19E ARRDT	Platane	5,88
Alignement	PARIS 16E ARRDT	Sophora	9,38
Alignement	BOIS DE BOULOGNE	Erable	50
Alignement	PARIS 12E ARRDT	Sophora	100
Alignement	PARIS 16E ARRDT	Marronnier	30
Alignement	PARIS 13E ARRDT	Fevier	100
Alignement	PARIS 11E ARRDT	Noisetier de Byzance	50
Alignement	PARIS 20E ARRDT	Tilleul	7,72
Alignement	PARIS 16E ARRDT	Sophora	32,14
Alignement	PARIS 17E ARRDT	Platane	20,23
Alignement	PARIS 10E ARRDT	Noisetier de Byzance	30,64
Alignement	PARIS 13E ARRDT	Sophora	17,5
Alignement	PARIS 8E ARRDT	Arbre aux quarante écus	120
Alignement	PARIS 13E ARRDT	Erable	41,67
Alignement	PARIS 7E ARRDT	Paulownia	57,14
Alignement	PARIS 15E ARRDT	Sophora	10,34
Alignement	PARIS 20E ARRDT	Sophora	65
Alignement	PARIS 12E ARRDT	Platane	30
Alignement	PARIS 6E ARRDT	Marronnier	100
Alignement	PARIS 15E ARRDT	Marronnier	40,91
Alignement	PARIS 2E ARRDT	Micocoulier	40,04
Alignement	PARIS 12E ARRDT	Sophora	33,33
Alignement	PARIS 20E ARRDT	Pommier à fleurs	24
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	45
Alignement	PARIS 18E ARRDT	Marronnier	16,67
Alignement	PARIS 13E ARRDT	Sophora	32,61
Alignement	PARIS 13E ARRDT	Cornouiller	15,79
Alignement	PARIS 15E ARRDT	Platane	40
Alignement	PARIS 20E ARRDT	Savonnier	30
Alignement	PARIS 20E ARRDT	Tilleul	87,5
Alignement	PARIS 20E ARRDT	Cerisier à fleurs	20
Alignement	PARIS 10E ARRDT	Orme	21,64
Alignement	PARIS 15E ARRDT	Cerisier à grappes	100
Alignement	PARIS 15E ARRDT	Hêtre	34,62
Alignement	PARIS 11E ARRDT	Platane	29,17
Alignement	PARIS 1ER ARRDT	Marronnier	63,89
Alignement	PARIS 19E ARRDT	Sophora	35
Alignement	PARIS 12E ARRDT	Laurier du Portugal	22,92
Alignement	PARIS 4E ARRDT	Poirier à fleurs	32,35
Alignement	PARIS 8E ARRDT	Platane	33,64
Alignement	PARIS 20E ARRDT	Sophora	23,08
Alignement	PARIS 12E ARRDT	Robinier	8,33
Alignement	PARIS 8E ARRDT	Platane	41,67
Alignement	PARIS 15E ARRDT	Hêtre	44,23
Alignement	PARIS 19E ARRDT	Sophora	50
Alignement	PARIS 12E ARRDT	Frêne	12,07
Alignement	PARIS 12E ARRDT	Micocoulier	37,5
Alignement	PARIS 12E ARRDT	Micocoulier	50
Alignement	PARIS 11E ARRDT	Micocoulier	30,36
Alignement	PARIS 20E ARRDT	Tilleul	14,29
Alignement	PARIS 4E ARRDT	Platane	60
Alignement	PARIS 10E ARRDT	Platane	38,48
Alignement	PARIS 20E ARRDT	Cerisier à fleurs	100
Alignement	PARIS 11E ARRDT	Troene	19,23
Alignement	PARIS 15E ARRDT	Poirier à fleurs	20
Alignement	PARIS 15E ARRDT	Tilleul	30,48
Alignement	PARIS 19E ARRDT	Tilleul	25,86
Alignement	PARIS 19E ARRDT	Platane	51,98
Alignement	PARIS 14E ARRDT	Erable	33,33
Alignement	PARIS 20E ARRDT	Tilleul	39,89
Alignement	PARIS 17E ARRDT	Platane	35,19
Alignement	PARIS 16E ARRDT	Platane	100
Alignement	PARIS 17E ARRDT	Marronnier	100
Alignement	PARIS 16E ARRDT	Marronnier	27,27
Alignement	BOIS DE BOULOGNE	Tilleul	20
Alignement	PARIS 4E ARRDT	Frêne	25
Alignement	PARIS 14E ARRDT	Platane	21,18
Alignement	PARIS 10E ARRDT	Arbre aux quarante écus	40
Alignement	PARIS 8E ARRDT	Marronnier	37,5
Alignement	PARIS 17E ARRDT	Micocoulier	45,5
Alignement	PARIS 8E ARRDT	Marronnier	40,87
Alignement	PARIS 20E ARRDT	Sophora	24,42
Alignement	BOIS DE BOULOGNE	Erable	100
Alignement	PARIS 15E ARRDT	Tilleul	17,14
Alignement	PARIS 14E ARRDT	Micocoulier	37,5
Alignement	PARIS 13E ARRDT	Platane	18,97
Alignement	PARIS 7E ARRDT	Marronnier	37,14
Alignement	PARIS 16E ARRDT	Platane	100
Alignement	PARIS 20E ARRDT	Micocoulier	28,7
Alignement	PARIS 10E ARRDT	Sophora	26
Alignement	PARIS 16E ARRDT	Platane	62,5
Alignement	PARIS 20E ARRDT	Platane	66,67
Alignement	PARIS 11E ARRDT	Tilleul	45
Alignement	PARIS 2E ARRDT	Pterocarya	37,66
Alignement	PARIS 18E ARRDT	Platane	66,5
Alignement	PARIS 13E ARRDT	Sophora	30
Alignement	PARIS 13E ARRDT	Sophora	42,11
Alignement	PARIS 13E ARRDT	Sophora	27,59
Alignement	PARIS 4E ARRDT	Cerisier à grappes	41,67
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	23,88
Alignement	PARIS 16E ARRDT	Tilleul	39,23
Alignement	PARIS 20E ARRDT	Tilleul	11,54
Alignement	PARIS 10E ARRDT	Tilleul	39,74
Alignement	PARIS 1ER ARRDT	Peuplier	50
Alignement	PARIS 14E ARRDT	Ailante	587,5
Alignement	PARIS 3E ARRDT	Platane	74
Alignement	PARIS 20E ARRDT	Tilleul	11
Alignement	PARIS 4E ARRDT	Platane	32,5
Alignement	PARIS 15E ARRDT	Sophora	41,18
Alignement	PARIS 12E ARRDT	Erable	35,71
Alignement	PARIS 12E ARRDT	Micocoulier	19,32
Alignement	PARIS 3E ARRDT	Micocoulier	38,15
Alignement	BOIS DE BOULOGNE	Erable	100
Alignement	PARIS 15E ARRDT	Tilleul	12,5
Alignement	PARIS 8E ARRDT	Platane	41,74
Alignement	PARIS 18E ARRDT	Erable	8,45
Alignement	PARIS 12E ARRDT	Micocoulier	47,37
Alignement	PARIS 10E ARRDT	Sophora	27,92
Alignement	PARIS 12E ARRDT	Platane	200
Alignement	PARIS 14E ARRDT	Arbre aux quarante écus	33,33
Alignement	PARIS 11E ARRDT	Paulownia	21,15
Alignement	PARIS 17E ARRDT	Platane	60
Alignement	PARIS 18E ARRDT	Platane	392
Alignement	PARIS 20E ARRDT	Tilleul	49,09
Alignement	PARIS 14E ARRDT	Sophora	2,63
Alignement	PARIS 16E ARRDT	Lilas des indes	62,5
Alignement	PARIS 19E ARRDT	Micocoulier	41,67
Alignement	PARIS 18E ARRDT	Tilleul	100
Alignement	PARIS 9E ARRDT	Marronnier	27,27
Alignement	PARIS 3E ARRDT	Micocoulier	57,27
Alignement	PARIS 15E ARRDT	Clerodendron	20,83
Alignement	PARIS 15E ARRDT	Poirier à fleurs	26,92
Alignement	PARIS 13E ARRDT	Poirier à fleurs	45,45
Alignement	PARIS 13E ARRDT	Micocoulier	25
Alignement	PARIS 18E ARRDT	Robinier	7,83
Alignement	PARIS 12E ARRDT	Platane	5,88
Alignement	PARIS 12E ARRDT	Platane	175
Alignement	BOIS DE BOULOGNE	Marronnier	6,25
Alignement	PARIS 13E ARRDT	Charme	17,31
Alignement	PARIS 10E ARRDT	Arbre aux quarante écus	30
Alignement	PARIS 12E ARRDT	Charme-Houblon	21,43
Alignement	PARIS 3E ARRDT	Laurier du Portugal	15,11
Alignement	PARIS 13E ARRDT	Micocoulier	32,94
Alignement	PARIS 15E ARRDT	Mûrier	12,5
Alignement	PARIS 18E ARRDT	Paulownia	100
Alignement	PARIS 8E ARRDT	Marronnier	10
Alignement	PARIS 17E ARRDT	Platane	9,39
Alignement	PARIS 20E ARRDT	Sophora	33,33
Alignement	PARIS 12E ARRDT	Marronnier	172,06
Alignement	PARIS 20E ARRDT	Marronnier	14,26
Alignement	PARIS 13E ARRDT	Micocoulier	14,71
Alignement	PARIS 16E ARRDT	Platane	10
Alignement	BOIS DE BOULOGNE	Platane	40
Alignement	PARIS 20E ARRDT	Platane	33,33
Alignement	PARIS 8E ARRDT	Chitalpa	25
Alignement	PARIS 19E ARRDT	Platane	32,76
Alignement	PARIS 14E ARRDT	Frêne	22,86
Alignement	PARIS 17E ARRDT	Cedrele	12,86
Alignement	PARIS 6E ARRDT	Platane	40
Alignement	PARIS 18E ARRDT	Tilleul	17,78
Alignement	PARIS 11E ARRDT	Sophora	1,83
Alignement	BOIS DE BOULOGNE	Erable	30
Alignement	PARIS 11E ARRDT	Chicot du Canada	19,05
Alignement	PARIS 17E ARRDT	Noisetier de Byzance	14,26
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	16,88
Alignement	PARIS 7E ARRDT	Platane	100
Alignement	PARIS 13E ARRDT	Cerisier à fleurs	26,25
Alignement	PARIS 17E ARRDT	Erable	31,03
Alignement	PARIS 12E ARRDT	Marronnier	40
Alignement	PARIS 4E ARRDT	Tilleul	42,86
Alignement	PARIS 7E ARRDT	Orme	100
Alignement	PARIS 18E ARRDT	Charme	15,56
Alignement	BOIS DE BOULOGNE	Marronnier	21,43
Alignement	PARIS 19E ARRDT	Platane	35
Alignement	PARIS 7E ARRDT	Platane	75
Alignement	PARIS 11E ARRDT	Noisetier de Byzance	58,33
Alignement	PARIS 19E ARRDT	Chêne	43,75
Alignement	PARIS 15E ARRDT	Arbre de Judée	34,29
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	10
Alignement	PARIS 14E ARRDT	Tilleul	19,09
Alignement	PARIS 20E ARRDT	Tilleul	17,31
Alignement	PARIS 15E ARRDT	Platane	46,88
Alignement	PARIS 11E ARRDT	Platane	25
Alignement	PARIS 7E ARRDT	Orme	100
Alignement	PARIS 4E ARRDT	Pterocarya	16,28
Alignement	PARIS 20E ARRDT	Orme	80
Alignement	PARIS 5E ARRDT	Marronnier	100
Alignement	PARIS 16E ARRDT	Marronnier	19,09
Alignement	PARIS 10E ARRDT	Charme	40,25
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	15,79
Alignement	PARIS 20E ARRDT	Noisetier de Byzance	29,57
Alignement	PARIS 17E ARRDT	Micocoulier	54,17
Alignement	PARIS 18E ARRDT	Charme	15,75
Alignement	PARIS 12E ARRDT	Robinier	100
Alignement	PARIS 13E ARRDT	Tilleul	18,06
Alignement	PARIS 8E ARRDT	Platane	41,33
Alignement	PARIS 18E ARRDT	Savonnier	30,63
Alignement	PARIS 20E ARRDT	Frêne	33,33
Alignement	PARIS 12E ARRDT	Marronnier	12,84
Alignement	PARIS 16E ARRDT	Ailante	30,36
Alignement	PARIS 13E ARRDT	Noisetier de Byzance	20
Alignement	PARIS 9E ARRDT	Micocoulier	25
Alignement	PARIS 16E ARRDT	Platane	56
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	17
Alignement	PARIS 12E ARRDT	Platane	24,14
Alignement	PARIS 7E ARRDT	Marronnier	30,95
Alignement	PARIS 16E ARRDT	Platane	41,25
Alignement	PARIS 13E ARRDT	Fevier	16,67
Alignement	PARIS 18E ARRDT	Fevier	62,5
Alignement	PARIS 17E ARRDT	Marronnier	33,33
Alignement	PARIS 15E ARRDT	Poirier à fleurs	25,88
Alignement	PARIS 17E ARRDT	Chêne	30,86
Alignement	PARIS 20E ARRDT	Orme	36
Alignement	PARIS 14E ARRDT	Platane	28,57
Alignement	PARIS 19E ARRDT	Peuplier	103,45
Alignement	PARIS 13E ARRDT	Cedrele	45
Alignement	PARIS 10E ARRDT	Micocoulier	52
Alignement	PARIS 12E ARRDT	Platane	33,33
Alignement	PARIS 4E ARRDT	Catalpa	27,59
Alignement	PARIS 13E ARRDT	Sophora	31,03
Alignement	PARIS 12E ARRDT	Erable	10
Alignement	PARIS 14E ARRDT	Chêne	19,29
Alignement	PARIS 16E ARRDT	Sophora	30
Alignement	PARIS 12E ARRDT	Platane	96,43
Alignement	PARIS 9E ARRDT	Chêne	100
Alignement	PARIS 20E ARRDT	Erable	38,57
Alignement	BOIS DE BOULOGNE	Erable	16,07
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	22,18
Alignement	PARIS 11E ARRDT	Tilleul	25
Alignement	PARIS 8E ARRDT	Marronnier	43,62
Alignement	PARIS 12E ARRDT	Sophora	31,58
Alignement	PARIS 18E ARRDT	Erable	50
Alignement	PARIS 18E ARRDT	Robinier	124,44
Alignement	PARIS 12E ARRDT	Marronnier	28,57
Alignement	PARIS 13E ARRDT	Arbre à caramel	28,89
Alignement	PARIS 15E ARRDT	Arbre de Judée	17,86
Alignement	PARIS 3E ARRDT	Micocoulier	56,18
Alignement	PARIS 18E ARRDT	Sophora	22,22
Alignement	PARIS 19E ARRDT	Micocoulier	85,71
Alignement	PARIS 17E ARRDT	Platane	88,39
Alignement	PARIS 16E ARRDT	Platane	33,6
Alignement	PARIS 12E ARRDT	Cerisier à fleurs	30
Alignement	PARIS 20E ARRDT	Tilleul	4,76
Alignement	PARIS 16E ARRDT	Marronnier	18,18
Alignement	PARIS 16E ARRDT	Tilleul	38,1
Alignement	PARIS 15E ARRDT	Micocoulier	11,36
Alignement	PARIS 15E ARRDT	Platane	180
Alignement	PARIS 4E ARRDT	Platane	14,06
Alignement	PARIS 13E ARRDT	Noisetier de Byzance	44,74
Alignement	PARIS 13E ARRDT	Tulipier	32,5
Alignement	PARIS 19E ARRDT	Micocoulier	85,71
Alignement	PARIS 3E ARRDT	Platane	100
Alignement	PARIS 19E ARRDT	Sophora	5,88
Alignement	BOIS DE BOULOGNE	Erable	33,33
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	18,77
Alignement	PARIS 8E ARRDT	Marronnier	8,25
Alignement	PARIS 10E ARRDT	Magnolia	35,37
Alignement	PARIS 13E ARRDT	Tilleul	48,57
Alignement	BOIS DE BOULOGNE	Erable	19,29
Alignement	PARIS 18E ARRDT	Charme-Houblon	11,36
Alignement	PARIS 12E ARRDT	Tilleul	37,5
Alignement	PARIS 12E ARRDT	Platane	11,21
Alignement	PARIS 17E ARRDT	Poirier à fleurs	56,25
Alignement	PARIS 20E ARRDT	Sophora	50
Alignement	PARIS 13E ARRDT	Micocoulier	14,71
Alignement	PARIS 13E ARRDT	Paulownia	37,5
Alignement	PARIS 17E ARRDT	Platane	33,33
Alignement	PARIS 18E ARRDT	Marronnier	125
Alignement	PARIS 15E ARRDT	Platane	31,58
Alignement	PARIS 4E ARRDT	Marronnier	62,5
Alignement	PARIS 13E ARRDT	Erable	28,7
Alignement	PARIS 8E ARRDT	Platane	38,88
Alignement	PARIS 18E ARRDT	Fevier	41,25
