DOMINIALITE	ARRONDISSEMENT	ESPECE	CROISSANCE
Alignement	PARIS 10E ARRDT	Mûrier	28,6
Alignement	PARIS 13E ARRDT	Frêne	24
Alignement	BOIS DE BOULOGNE	Erable	100
Alignement	PARIS 16E ARRDT	Tilleul	26,47
Alignement	PARIS 10E ARRDT	Charme-Houblon	57,47
Alignement	PARIS 20E ARRDT	Copalme	14,29
Alignement	PARIS 7E ARRDT	Platane	100
Alignement	PARIS 17E ARRDT	Erable	100
Alignement	PARIS 13E ARRDT	Erable	20
Alignement	PARIS 13E ARRDT	Frêne	28,82
Alignement	PARIS 17E ARRDT	Tilleul	24,97
Alignement	PARIS 20E ARRDT	Noisetier de Byzance	30
Alignement	PARIS 6E ARRDT	Platane	50
Alignement	PARIS 17E ARRDT	Platane	15,71
Alignement	PARIS 18E ARRDT	Marronnier	12,04
Alignement	PARIS 9E ARRDT	Platane	9,44
Alignement	PARIS 17E ARRDT	Platane	28,66
Alignement	PARIS 16E ARRDT	Marronnier	11,36
Alignement	PARIS 19E ARRDT	Copalme	42,86
Alignement	PARIS 15E ARRDT	Micocoulier	100
Alignement	PARIS 13E ARRDT	Erable	20
Alignement	PARIS 12E ARRDT	Erable	20,31
Alignement	PARIS 13E ARRDT	Fevier	100
Alignement	PARIS 17E ARRDT	Platane	6,73
Alignement	PARIS 12E ARRDT	Platane	8,82
Alignement	PARIS 14E ARRDT	Platane	77,14
Alignement	PARIS 14E ARRDT	Marronnier	19,5
Alignement	PARIS 18E ARRDT	Platane	22,26
Alignement	PARIS 18E ARRDT	Erable	24,96
Alignement	PARIS 18E ARRDT	Erable	12,6
Alignement	PARIS 13E ARRDT	Tilleul	11,84
Alignement	PARIS 5E ARRDT	Ailante	91,67
Alignement	PARIS 13E ARRDT	Platane	78,95
Alignement	PARIS 17E ARRDT	Sophora	100
Alignement	BOIS DE BOULOGNE	Erable	31,43
Alignement	PARIS 13E ARRDT	Micocoulier	67,5
Alignement	PARIS 18E ARRDT	Erable	22,4
Alignement	PARIS 12E ARRDT	Platane	14,29
Alignement	PARIS 17E ARRDT	Noisetier de Byzance	28,13
Alignement	PARIS 16E ARRDT	Platane	66,09
Alignement	PARIS 20E ARRDT	Copalme	16,84
Alignement	PARIS 5E ARRDT	Ailante	39,58
Alignement	PARIS 16E ARRDT	Ailante	40,74
Alignement	PARIS 20E ARRDT	Cerisier à grappes	84
Alignement	PARIS 17E ARRDT	Cerisier à fleurs	11,21
Alignement	PARIS 15E ARRDT	Sophora	12,09
Alignement	PARIS 4E ARRDT	Platane	100
Alignement	PARIS 18E ARRDT	Platane	106,58
Alignement	PARIS 20E ARRDT	Erable	17,31
Alignement	PARIS 13E ARRDT	Tilleul	5,52
Alignement	PARIS 20E ARRDT	Hêtre	35,71
Alignement	PARIS 14E ARRDT	Poirier à fleurs	31,25
Alignement	PARIS 13E ARRDT	Parrotie de Perse - Arbre de fer	20
Alignement	PARIS 7E ARRDT	Marronnier	28
Alignement	PARIS 15E ARRDT	Magnolia	42,86
Alignement	PARIS 13E ARRDT	Poirier à fleurs	21,88
Alignement	PARIS 10E ARRDT	Orme	38,55
Alignement	PARIS 8E ARRDT	Platane	35,39
Alignement	PARIS 10E ARRDT	Platane	40,8
Alignement	PARIS 13E ARRDT	Frêne	50
Alignement	PARIS 13E ARRDT	Platane	20
Alignement	PARIS 13E ARRDT	Chêne	13,33
Alignement	PARIS 10E ARRDT	Sophora	23,19
Alignement	PARIS 12E ARRDT	Platane	305,26
Alignement	PARIS 20E ARRDT	Tilleul	19,05
Alignement	PARIS 15E ARRDT	Sophora	23,26
Alignement	PARIS 20E ARRDT	Charme	36,82
Alignement	PARIS 3E ARRDT	Micocoulier	42,46
Alignement	PARIS 14E ARRDT	Noisetier de Byzance	28,24
Alignement	PARIS 14E ARRDT	Sophora	1,32
Alignement	PARIS 16E ARRDT	Sophora	50
Alignement	PARIS 14E ARRDT	Platane	130,26
Alignement	PARIS 16E ARRDT	Cerisier à fleurs	31,25
Alignement	PARIS 12E ARRDT	Tilleul	47,22
Alignement	PARIS 16E ARRDT	Copalme	26,4
Alignement	PARIS 14E ARRDT	Sophora	33,93
Alignement	PARIS 4E ARRDT	Micocoulier	33,33
Alignement	PARIS 11E ARRDT	Noisetier de Byzance	100
Alignement	PARIS 19E ARRDT	Platane	46,55
Alignement	PARIS 19E ARRDT	Platane	31,25
Alignement	PARIS 16E ARRDT	Platane	5,83
Alignement	PARIS 16E ARRDT	Marronnier	32,14
Alignement	PARIS 8E ARRDT	Paulownia	25,03
Alignement	PARIS 17E ARRDT	Platane	58,81
Alignement	PARIS 18E ARRDT	Platane	25,82
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	25,96
Alignement	PARIS 14E ARRDT	Erable	13,75
Alignement	PARIS 12E ARRDT	Platane	50
Alignement	PARIS 17E ARRDT	Tilleul	57,6
Alignement	PARIS 18E ARRDT	Tilleul	14,26
Alignement	PARIS 18E ARRDT	Marronnier	62,5
Alignement	BOIS DE BOULOGNE	Chêne	23
Alignement	PARIS 13E ARRDT	Phellodendron	83,33
Alignement	PARIS 12E ARRDT	Erable	23,21
Alignement	PARIS 14E ARRDT	Amélanchier	15,91
Alignement	PARIS 13E ARRDT	Sophora	26,67
Alignement	PARIS 10E ARRDT	Orme	62,18
Alignement	PARIS 12E ARRDT	Tilleul	150
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	11,77
Alignement	PARIS 18E ARRDT	Cerisier à grappes	20,31
Alignement	PARIS 2E ARRDT	Tilleul	9,6
Alignement	PARIS 11E ARRDT	Platane	100
Alignement	PARIS 19E ARRDT	Peuplier	69,64
Alignement	PARIS 20E ARRDT	Erable	65,22
Alignement	PARIS 15E ARRDT	Platane	120
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	25
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	21,54
Alignement	PARIS 7E ARRDT	Platane	100
Alignement	PARIS 16E ARRDT	Platane	25,71
Alignement	PARIS 14E ARRDT	Platane	45
Alignement	PARIS 14E ARRDT	Pterocarya	2,37
Alignement	PARIS 20E ARRDT	Sophora	1,86
Alignement	PARIS 12E ARRDT	Tilleul	39,52
Alignement	PARIS 19E ARRDT	Platane	437,5
Alignement	PARIS 19E ARRDT	Platane	8,17
Alignement	PARIS 11E ARRDT	Platane	17,86
Alignement	PARIS 7E ARRDT	Platane	100
Alignement	PARIS 1ER ARRDT	Platane	33,33
Alignement	PARIS 12E ARRDT	Tilleul	75
Alignement	PARIS 12E ARRDT	Platane	50
Alignement	PARIS 12E ARRDT	Platane	25
Alignement	BOIS DE BOULOGNE	Erable	17,14
Alignement	BOIS DE BOULOGNE	Marronnier	40
Alignement	BOIS DE BOULOGNE	Erable	10,8
Alignement	PARIS 13E ARRDT	Frêne	43,75
Alignement	PARIS 17E ARRDT	Tilleul	100
Alignement	PARIS 12E ARRDT	Alisier	20,83
Alignement	PARIS 12E ARRDT	Tilleul	39,47
Alignement	PARIS 14E ARRDT	Cedrele	18,42
Alignement	PARIS 14E ARRDT	Erable	16,96
Alignement	PARIS 16E ARRDT	Sophora	50
Alignement	PARIS 19E ARRDT	Robinier	62,5
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	34,11
Alignement	PARIS 10E ARRDT	Paulownia	22,3
Alignement	PARIS 18E ARRDT	Sophora	45,65
Alignement	PARIS 18E ARRDT	Frêne	100
Alignement	PARIS 14E ARRDT	Pterocarya	37,5
Alignement	PARIS 10E ARRDT	Sophora	35,2
Alignement	PARIS 19E ARRDT	Platane	35
Alignement	PARIS 15E ARRDT	Fevier	100
Alignement	PARIS 19E ARRDT	Charme	44,44
Alignement	PARIS 14E ARRDT	Mûrier	25
Alignement	PARIS 17E ARRDT	Platane	2,15
Alignement	PARIS 16E ARRDT	Tilleul	35,29
Alignement	PARIS 20E ARRDT	Tilleul	16,67
Alignement	PARIS 19E ARRDT	Sophora	41,67
Alignement	PARIS 16E ARRDT	Erable	62,5
Alignement	PARIS 13E ARRDT	Frêne	37,5
Alignement	PARIS 18E ARRDT	Platane	17,86
Alignement	PARIS 18E ARRDT	Erable	22,72
Alignement	PARIS 17E ARRDT	Sophora	14,45
Alignement	PARIS 14E ARRDT	Sophora	3,42
Alignement	PARIS 16E ARRDT	Platane	35,94
Alignement	PARIS 16E ARRDT	Platane	62,5
Alignement	PARIS 15E ARRDT	Platane	21,05
Alignement	PARIS 9E ARRDT	Platane	34,5
Alignement	PARIS 20E ARRDT	Platane	48
Alignement	PARIS 16E ARRDT	Savonnier	20
Alignement	PARIS 17E ARRDT	Platane	14,29
Alignement	PARIS 13E ARRDT	Chêne	27,86
Alignement	PARIS 13E ARRDT	Robinier	51,72
Alignement	PARIS 12E ARRDT	Marronnier	28,57
Alignement	PARIS 8E ARRDT	Marronnier	37,5
Alignement	PARIS 20E ARRDT	Troëne	50
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	27,59
Alignement	PARIS 13E ARRDT	Platane	27
Alignement	PARIS 20E ARRDT	Sophora	32,39
Alignement	PARIS 16E ARRDT	Marronnier	33,93
Alignement	PARIS 15E ARRDT	Platane	16,67
Alignement	PARIS 17E ARRDT	Platane	46,32
Alignement	PARIS 18E ARRDT	Marronnier	13,1
Alignement	PARIS 20E ARRDT	Troëne	24
Alignement	PARIS 13E ARRDT	Sophora	66,67
Alignement	PARIS 15E ARRDT	Charme-Houblon	25
Alignement	PARIS 11E ARRDT	Sophora	2,19
Alignement	PARIS 10E ARRDT	Fevier	49,5
Alignement	PARIS 8E ARRDT	Frêne	19,78
Alignement	PARIS 16E ARRDT	Marronnier	7,61
Alignement	PARIS 16E ARRDT	Marronnier	35,45
Alignement	PARIS 18E ARRDT	Poirier à fleurs	25,26
Alignement	PARIS 18E ARRDT	Platane	25,93
Alignement	PARIS 1ER ARRDT	Platane	41,67
Alignement	PARIS 13E ARRDT	Plaqueminier	22,22
Alignement	PARIS 1ER ARRDT	Lilas des indes	9,62
Alignement	PARIS 19E ARRDT	Noisetier de Byzance	21,43
Alignement	PARIS 12E ARRDT	Orme	11,03
Alignement	PARIS 7E ARRDT	Marronnier	22,58
Alignement	PARIS 12E ARRDT	Platane	31,25
Alignement	PARIS 20E ARRDT	Paulownia	37,89
Alignement	PARIS 19E ARRDT	Erable	34,48
Alignement	PARIS 20E ARRDT	Poirier à fleurs	33,33
Alignement	PARIS 18E ARRDT	Platane	38,89
Alignement	PARIS 12E ARRDT	Platane	6,58
Alignement	PARIS 11E ARRDT	Platane	23,81
Alignement	PARIS 13E ARRDT	Pommier à fleurs	27,37
Alignement	PARIS 9E ARRDT	Platane	33,55
Alignement	PARIS 15E ARRDT	Marronnier	100
Alignement	PARIS 16E ARRDT	Platane	23,91
Alignement	PARIS 17E ARRDT	Platane	27,27
Alignement	PARIS 15E ARRDT	Platane	32,5
Alignement	PARIS 8E ARRDT	Marronnier	45,52
Alignement	PARIS 16E ARRDT	Tilleul	156
Alignement	PARIS 16E ARRDT	Erable	26,09
Alignement	PARIS 15E ARRDT	Marronnier	15,88
Alignement	PARIS 6E ARRDT	Marronnier	56,25
Alignement	PARIS 16E ARRDT	Tilleul	150
Alignement	PARIS 11E ARRDT	Micocoulier	29,63
Alignement	PARIS 13E ARRDT	Platane	125
Alignement	PARIS 15E ARRDT	Charme	9,42
Alignement	PARIS 17E ARRDT	Micocoulier	38,3
Alignement	PARIS 12E ARRDT	Paulownia	75
Alignement	PARIS 11E ARRDT	Frêne	25
Alignement	PARIS 16E ARRDT	Platane	19,29
Alignement	PARIS 16E ARRDT	Erable	18,52
Alignement	PARIS 15E ARRDT	Arbre aux quarante écus	13,28
Alignement	PARIS 20E ARRDT	Sophora	35
Alignement	PARIS 4E ARRDT	Micocoulier	27,14
Alignement	PARIS 18E ARRDT	Marronnier	20
Alignement	PARIS 13E ARRDT	Tilleul	25,81
Alignement	PARIS 13E ARRDT	Pommier à fleurs	30,43
Alignement	PARIS 14E ARRDT	Erable	41,67
Alignement	PARIS 18E ARRDT	Micocoulier	32,14
Alignement	PARIS 16E ARRDT	Sophora	11,74
Alignement	PARIS 7E ARRDT	Orme	100
Alignement	PARIS 18E ARRDT	Poirier à fleurs	30
Alignement	PARIS 20E ARRDT	Micocoulier	50
Alignement	PARIS 16E ARRDT	Marronnier	47,83
Alignement	PARIS 15E ARRDT	Poirier à fleurs	28,24
Alignement	PARIS 20E ARRDT	Sophora	25,57
Alignement	PARIS 3E ARRDT	Chêne	14,77
Alignement	PARIS 7E ARRDT	Platane	46,67
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	22,5
Alignement	PARIS 13E ARRDT	Charme-Houblon	43,64
Alignement	PARIS 13E ARRDT	Platane	125
Alignement	PARIS 11E ARRDT	Platane	45
Alignement	PARIS 11E ARRDT	Platane	100
Alignement	PARIS 20E ARRDT	Platane	42
Alignement	PARIS 12E ARRDT	Sophora	33,33
Alignement	PARIS 4E ARRDT	Erable	62,5
Alignement	PARIS 12E ARRDT	Platane	290,91
Alignement	PARIS 17E ARRDT	Sophora	32,14
Alignement	PARIS 18E ARRDT	Poirier à fleurs	17,5
Alignement	BOIS DE BOULOGNE	Charme	36
Alignement	PARIS 1ER ARRDT	Marronnier	17,65
Alignement	PARIS 11E ARRDT	Micocoulier	41,07
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	22,61
Alignement	PARIS 11E ARRDT	Platane	16
Alignement	PARIS 16E ARRDT	Tilleul	29,41
Alignement	PARIS 13E ARRDT	Tilleul	100
Alignement	PARIS 8E ARRDT	Marronnier	34,43
Alignement	PARIS 4E ARRDT	Robinier	50
Alignement	PARIS 13E ARRDT	Marronnier	36,77
Alignement	BOIS DE BOULOGNE	Platane	36
Alignement	PARIS 19E ARRDT	Platane	65
Alignement	PARIS 14E ARRDT	Sophora	19,58
Alignement	PARIS 3E ARRDT	Sophora	41,6
Alignement	PARIS 17E ARRDT	Platane	21,98
Alignement	PARIS 10E ARRDT	Mûrier	20,41
Alignement	PARIS 20E ARRDT	Marronnier	30
Alignement	PARIS 12E ARRDT	Platane	50
Alignement	PARIS 14E ARRDT	Marronnier	18,95
Alignement	PARIS 6E ARRDT	Platane	100
Alignement	PARIS 16E ARRDT	Chêne	20,83
Alignement	PARIS 19E ARRDT	Micocoulier	41,67
Alignement	BOIS DE BOULOGNE	Pin	20
Alignement	PARIS 18E ARRDT	Erable	62,5
Alignement	PARIS 20E ARRDT	Erable	30
Alignement	PARIS 13E ARRDT	Amélanchier	6,82
Alignement	PARIS 17E ARRDT	Micocoulier	28
Alignement	PARIS 6E ARRDT	Platane	61,54
Alignement	PARIS 16E ARRDT	Sophora	32,73
Alignement	PARIS 17E ARRDT	Sophora	30,43
Alignement	PARIS 20E ARRDT	Pommier à fleurs	41,67
Alignement	PARIS 17E ARRDT	Micocoulier	47,92
Alignement	PARIS 17E ARRDT	Tilleul	100
Alignement	PARIS 16E ARRDT	Cerisier à fleurs	33,33
Alignement	PARIS 14E ARRDT	Erable	15,91
Alignement	PARIS 13E ARRDT	Metaséquoia	19,8
Alignement	PARIS 20E ARRDT	Copalme	40,71
Alignement	PARIS 3E ARRDT	Chêne	53,76
Alignement	PARIS 13E ARRDT	Tilleul	32,26
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	29,89
Alignement	PARIS 8E ARRDT	Platane	34,78
Alignement	PARIS 10E ARRDT	Poirier à fleurs	19,05
Alignement	PARIS 19E ARRDT	Micocoulier	15
Alignement	BOIS DE BOULOGNE	Erable	31,11
Alignement	PARIS 13E ARRDT	Charme-Houblon	23,08
Alignement	PARIS 16E ARRDT	Platane	7,76
Alignement	PARIS 17E ARRDT	Platane	11,25
Alignement	PARIS 12E ARRDT	Platane	315,79
Alignement	PARIS 13E ARRDT	Marronnier	20,65
Alignement	PARIS 20E ARRDT	Tilleul	40
Alignement	PARIS 12E ARRDT	Marronnier	87,5
Alignement	PARIS 19E ARRDT	Platane	3,91
Alignement	PARIS 19E ARRDT	Platane	5,88
Alignement	PARIS 14E ARRDT	Sophora	150
Alignement	PARIS 16E ARRDT	Sophora	45
Alignement	PARIS 20E ARRDT	Poirier à fleurs	20,74
Alignement	PARIS 12E ARRDT	Robinier	29,03
Alignement	PARIS 4E ARRDT	Frêne	100
Alignement	PARIS 8E ARRDT	Marronnier	15,94
Alignement	BOIS DE BOULOGNE	Tilleul	24
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	50
Alignement	PARIS 12E ARRDT	Marronnier	10,29
Alignement	PARIS 14E ARRDT	Arbre aux quarante écus	49,66
Alignement	PARIS 16E ARRDT	Marronnier	35,71
Alignement	PARIS 17E ARRDT	Marronnier	18,45
Alignement	PARIS 1ER ARRDT	Charme	13,1
Alignement	PARIS 7E ARRDT	Marronnier	22,86
Alignement	PARIS 14E ARRDT	Charme	22,5
Alignement	PARIS 20E ARRDT	Sophora	68,94
Alignement	PARIS 17E ARRDT	Micocoulier	16,89
Alignement	PARIS 13E ARRDT	Paulownia	29,33
Alignement	PARIS 16E ARRDT	Sophora	21,82
Alignement	PARIS 15E ARRDT	Poirier à fleurs	15
Alignement	PARIS 12E ARRDT	Platane	25
Alignement	PARIS 12E ARRDT	Tilleul	30,43
Alignement	PARIS 14E ARRDT	Cerisier à grappes	20,59
Alignement	PARIS 20E ARRDT	Pommier à fleurs	26,25
Alignement	PARIS 14E ARRDT	Tilleul	13,89
Alignement	PARIS 15E ARRDT	Tilleul	26,67
Alignement	PARIS 3E ARRDT	Pterocarya	13,89
Alignement	PARIS 12E ARRDT	Robinier	62,5
Alignement	PARIS 20E ARRDT	Pommier à fleurs	75
Alignement	PARIS 11E ARRDT	Erable	100
Alignement	PARIS 13E ARRDT	Peuplier	3,33
Alignement	PARIS 13E ARRDT	Tilleul	18,75
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	24
Alignement	PARIS 19E ARRDT	Charme	15,63
Alignement	PARIS 15E ARRDT	Magnolia	25,45
Alignement	PARIS 14E ARRDT	Sophora	2,37
Alignement	PARIS 4E ARRDT	Peuplier	29,91
Alignement	PARIS 2E ARRDT	Troene	18,87
Alignement	PARIS 12E ARRDT	Platane	25
Alignement	PARIS 18E ARRDT	Copalme	60,58
Alignement	PARIS 15E ARRDT	Cerisier à grappes	22,5
Alignement	PARIS 19E ARRDT	Chêne	45,83
Alignement	PARIS 19E ARRDT	Robinier	133,33
Alignement	PARIS 19E ARRDT	Noyer	116,67
Alignement	PARIS 19E ARRDT	Platane	50
Alignement	PARIS 18E ARRDT	Marronnier	31,25
Alignement	PARIS 17E ARRDT	Platane	26
Alignement	PARIS 19E ARRDT	Peuplier	49,14
Alignement	PARIS 18E ARRDT	Micocoulier	54,21
Alignement	PARIS 7E ARRDT	Paulownia	100
Alignement	PARIS 8E ARRDT	Marronnier	37,5
Alignement	PARIS 13E ARRDT	Platane	63,16
Alignement	PARIS 13E ARRDT	Marronnier	25,81
Alignement	PARIS 18E ARRDT	Charme-Houblon	31,25
Alignement	PARIS 19E ARRDT	Tilleul	50
Alignement	PARIS 7E ARRDT	Platane	46,67
Alignement	PARIS 18E ARRDT	Sophora	55
Alignement	PARIS 12E ARRDT	Platane	386,67
Alignement	PARIS 8E ARRDT	Chitalpa	25
Alignement	PARIS 8E ARRDT	Platane	30,59
Alignement	PARIS 13E ARRDT	Sophora	32,5
Alignement	BOIS DE BOULOGNE	Erable	11,56
Alignement	PARIS 20E ARRDT	Erable	35
Alignement	PARIS 12E ARRDT	Platane	25
Alignement	PARIS 14E ARRDT	Tilleul	25
Alignement	PARIS 16E ARRDT	Platane	100
Alignement	PARIS 20E ARRDT	Sophora	11,91
Alignement	PARIS 17E ARRDT	Micocoulier	21,88
Alignement	PARIS 11E ARRDT	Poirier à fleurs	27,08
Alignement	PARIS 2E ARRDT	Micocoulier	50,6
Alignement	PARIS 20E ARRDT	Platane	42
Alignement	PARIS 13E ARRDT	Frêne	42,35
Alignement	PARIS 13E ARRDT	Charme-Houblon	33,33
Alignement	PARIS 19E ARRDT	Merisier	125
Alignement	PARIS 17E ARRDT	Marronnier	8,33
Alignement	BOIS DE BOULOGNE	Erable	24,5
Alignement	PARIS 14E ARRDT	Sophora	30
Alignement	PARIS 6E ARRDT	Tilleul	22,5
Alignement	PARIS 17E ARRDT	Peuplier	54,17
Alignement	PARIS 1ER ARRDT	Charme	28,57
Alignement	PARIS 13E ARRDT	Marronnier	16
Alignement	PARIS 14E ARRDT	Sophora	100
Alignement	BOIS DE BOULOGNE	Tilleul	31,2
Alignement	PARIS 20E ARRDT	Arbre de Judée	400
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	41,18
Alignement	PARIS 20E ARRDT	Pommier à fleurs	30
Alignement	PARIS 6E ARRDT	Marronnier	13,16
Alignement	PARIS 10E ARRDT	Platane	29,33
Alignement	PARIS 14E ARRDT	Sophora	35,71
Alignement	PARIS 20E ARRDT	Platane	37,5
Alignement	PARIS 13E ARRDT	Fevier	130,43
Alignement	PARIS 19E ARRDT	Tilleul	38,79
Alignement	PARIS 12E ARRDT	Platane	56,25
Alignement	PARIS 13E ARRDT	Tilleul	5,56
Alignement	PARIS 18E ARRDT	Platane	24,07
Alignement	PARIS 12E ARRDT	Platane	29,17
Alignement	PARIS 11E ARRDT	Troene	31,58
Alignement	PARIS 20E ARRDT	Platane	72
Alignement	PARIS 18E ARRDT	Charme	9
Alignement	PARIS 12E ARRDT	Erable	30,36
Alignement	PARIS 15E ARRDT	Platane	100
Alignement	PARIS 16E ARRDT	Sophora	25
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	25,88
Alignement	PARIS 16E ARRDT	Platane	100
Alignement	PARIS 2E ARRDT	Erable	10,4
Alignement	BOIS DE BOULOGNE	Marronnier	21,39
Alignement	PARIS 13E ARRDT	Charme-Houblon	20,77
Alignement	PARIS 3E ARRDT	Platane	88
Alignement	PARIS 19E ARRDT	Tilleul	41,07
Alignement	PARIS 20E ARRDT	Erable	62,07
Alignement	PARIS 19E ARRDT	Cerisier à fleurs	35
Alignement	PARIS 16E ARRDT	Erable	16,3
Alignement	PARIS 18E ARRDT	Fevier	51,85
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	17,86
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	10,4
Alignement	PARIS 1ER ARRDT	Platane	100
Alignement	PARIS 20E ARRDT	Pommier à fleurs	60
Alignement	PARIS 19E ARRDT	Platane	100
Alignement	PARIS 7E ARRDT	Marronnier	17,5
Alignement	PARIS 4E ARRDT	Platane	33,33
Alignement	PARIS 7E ARRDT	Platane	22,86
Alignement	PARIS 3E ARRDT	Tilleul	25,93
Alignement	PARIS 16E ARRDT	Sophora	45,71
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	23,65
Alignement	PARIS 12E ARRDT	Platane	6,25
Alignement	PARIS 20E ARRDT	Sophora	15
Alignement	PARIS 2E ARRDT	Sophora	17,39
Alignement	PARIS 8E ARRDT	Platane	75
Alignement	PARIS 20E ARRDT	Erable	17,31
Alignement	PARIS 8E ARRDT	Platane	25
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	20,69
Alignement	PARIS 13E ARRDT	Platane	29,17
Alignement	PARIS 7E ARRDT	Platane	43,33
Alignement	PARIS 18E ARRDT	Platane	21,43
Alignement	BOIS DE BOULOGNE	Marronnier	44
Alignement	BOIS DE BOULOGNE	Chêne	80
Alignement	PARIS 20E ARRDT	Platane	15
Alignement	PARIS 13E ARRDT	Erable	20
Alignement	PARIS 13E ARRDT	Micocoulier	28
Alignement	PARIS 7E ARRDT	Platane	31,5
Alignement	PARIS 12E ARRDT	Cerisier à fleurs	27
Alignement	PARIS 14E ARRDT	Poirier à fleurs	13,24
Alignement	PARIS 16E ARRDT	Tilleul	33,6
Alignement	PARIS 16E ARRDT	Sophora	39
Alignement	PARIS 11E ARRDT	Frêne	20
Alignement	PARIS 12E ARRDT	Frêne	12,41
Alignement	BOIS DE BOULOGNE	Chêne	26,25
Alignement	PARIS 11E ARRDT	Erable	125
Alignement	BOIS DE BOULOGNE	Marronnier	120
Alignement	PARIS 13E ARRDT	Charme	16,18
Alignement	PARIS 15E ARRDT	Paulownia	60
Alignement	PARIS 16E ARRDT	Marronnier	45,71
Alignement	PARIS 13E ARRDT	Tilleul	50,81
Alignement	PARIS 6E ARRDT	Platane	16,67
Alignement	PARIS 1ER ARRDT	Savonnier	125
Alignement	PARIS 9E ARRDT	Charme	13,74
Alignement	PARIS 7E ARRDT	Erable	14,19
Alignement	PARIS 18E ARRDT	Poirier à fleurs	11,2
Alignement	PARIS 2E ARRDT	Platane	62,5
Alignement	PARIS 13E ARRDT	Frêne	41,67
Alignement	PARIS 12E ARRDT	Marronnier	194,44
Alignement	PARIS 19E ARRDT	Noisetier de Byzance	57,14
Alignement	PARIS 12E ARRDT	Platane	42,86
Alignement	PARIS 12E ARRDT	Charme	75
Alignement	PARIS 16E ARRDT	Platane	10,53
Alignement	PARIS 7E ARRDT	Sophora	46,67
Alignement	PARIS 11E ARRDT	Noyer	9,17
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	25
Alignement	PARIS 14E ARRDT	Sophora	2,63
Alignement	PARIS 6E ARRDT	Tilleul	100
Alignement	PARIS 12E ARRDT	Charme	50
Alignement	PARIS 15E ARRDT	Marronnier	15,88
Alignement	PARIS 4E ARRDT	Marronnier	21,18
Alignement	PARIS 18E ARRDT	Magnolia	35
Alignement	PARIS 12E ARRDT	Platane	38,1
Alignement	PARIS 12E ARRDT	Platane	125
Alignement	PARIS 11E ARRDT	Marronnier	68,75
Alignement	PARIS 8E ARRDT	Marronnier	34,62
Alignement	PARIS 4E ARRDT	Tilleul	46,43
Alignement	PARIS 14E ARRDT	Erable	30,95
Alignement	PARIS 11E ARRDT	Tilleul	50
Alignement	PARIS 18E ARRDT	Tilleul	82,96
Alignement	PARIS 12E ARRDT	Micocoulier	50
Alignement	PARIS 16E ARRDT	Platane	100
Alignement	BOIS DE BOULOGNE	Marronnier	34,29
Alignement	PARIS 17E ARRDT	Noisetier de Byzance	9,26
Alignement	PARIS 19E ARRDT	Merisier	125
Alignement	PARIS 17E ARRDT	Marronnier	10,71
Alignement	PARIS 3E ARRDT	Micocoulier	50,46
Alignement	PARIS 15E ARRDT	Sophora	67,65
Alignement	PARIS 20E ARRDT	Micocoulier	20
Alignement	PARIS 10E ARRDT	Orme	31,5
Alignement	PARIS 15E ARRDT	Noyer	14
Alignement	PARIS 8E ARRDT	Platane	59,65
Alignement	PARIS 4E ARRDT	Pterocarya	38,37
Alignement	PARIS 5E ARRDT	Paulownia	55,65
Alignement	PARIS 20E ARRDT	Erable	42,86
Alignement	PARIS 16E ARRDT	Platane	62,5
Alignement	PARIS 20E ARRDT	Tilleul	75
Alignement	PARIS 10E ARRDT	Erable	13,66
Alignement	PARIS 18E ARRDT	Charme	14,81
Alignement	PARIS 13E ARRDT	Micocoulier	55,88
Alignement	PARIS 14E ARRDT	Virgilier	34,38
Alignement	PARIS 18E ARRDT	Mûrier	21
Alignement	PARIS 18E ARRDT	Charme-Houblon	43,75
Alignement	PARIS 6E ARRDT	Tilleul	47,5
Alignement	PARIS 4E ARRDT	Peuplier	24,79
Alignement	PARIS 19E ARRDT	Platane	38,1
Alignement	PARIS 15E ARRDT	Sophora	25,58
Alignement	PARIS 12E ARRDT	Tilleul	34
Alignement	PARIS 20E ARRDT	Frêne	33,33
Alignement	PARIS 14E ARRDT	Tilleul	25
Alignement	PARIS 16E ARRDT	Sophora	100
Alignement	PARIS 19E ARRDT	Poirier à fleurs	8,33
Alignement	PARIS 11E ARRDT	Poirier à fleurs	100
Alignement	PARIS 9E ARRDT	Arbre de Judée	30
Alignement	PARIS 19E ARRDT	Tilleul	24,14
